Provider	Marketplace Page	Logo	Tagline
Structure	https://marketplace.databricks.com/provider/c82706b3-fcc8-4700-bebd-213f659a7a78/Structure	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_c82706b3-fcc8-4700-bebd-213f659a7a78/1cc1ef4b-8567-421c-a9f9-c42522812501?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=006d22fa01a8b45b25fa4312565e2a659e2283402a039a94c722cd39064996aa	Structure offers comprehensive data on more than 700 million individuals worldwide by connecting B2B data, like work history and education, to company data. We offer data on over 24 million company profiles. Our data is optimized for hundreds of applications, ranging from recruiting platforms and fraud detection tools to workforce planning applications and marketing tools. Our person database is fueled by dozens of public contributing data sources including LinkedIn, Google, Twitter, Github, and more. Get robust company and personal profiles from names, LinkedIn urls and other identifiers. Get contact information, salary ranges and other public data from a single source of truth. Build your application on top of Structure's company and people data today. Structure is a set of tools designed to serve as connectors for recent and structured data about customers and companies in your application. Structure acts as a self-managed tool to allow your application to connect to raw data.
Sucali	https://marketplace.databricks.com/provider/d46d8f57-82bf-4249-b72a-ca2bef24373b/Sucali	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_d46d8f57-82bf-4249-b72a-ca2bef24373b/cc2fc829-e85f-469c-91bf-9b1ce526ec3f?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=998149ed36f20c59d59d3f9162a699431c2e8b30e05d97a6b77fb49932904018	Sucali is a real-estate technology company powering real-estate transactions though A.I driven date-intelligence. We work with large institutional investors and private equity offices leverage data to help them source opportunities, analyze markets and track real-time trends.
TagX	https://marketplace.databricks.com/provider/5531a9b1-4a3d-4f80-b356-52f04982c642/TagX	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_5531a9b1-4a3d-4f80-b356-52f04982c642/1429890b-4737-427b-b1da-eb55359820b0?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=660bfe049dface78e85566b7ec6d6b551bd9b1c39ea00f7348ab899aff540304	Are you facing a data crunch to fill up your Training data pipeline? or are you struggling to find the datasets for your project? TagX is here to address all your training data needs. We collect and annotate datasets for Artificial Intelligence companies. We are a strong dynamic workforce enabling rapid training data creation. Contact us today at sales@tagxdata.com today to learn more.
Taiwan Economic Journal	https://marketplace.databricks.com/provider/cf7ff4df-73ea-4a47-9d34-f37bbd1ce77f/Taiwan-Economic-Journal	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_cf7ff4df-73ea-4a47-9d34-f37bbd1ce77f/10acaaac-fd15-48f6-8f33-accae10d4e99?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7fa11824a0f7fd63a722bdbc1c33041251090474b154a4297aef5c7e4aeb0eaa	Taiwan Economic Journal (TEJ) provides fundamental databases that cover the financial market, macroeconomics and securities markets of the Greater China region. Focusing on six solutions, TEJ provides database and consulting services, including domestic and foreign institutional investors, corporations, academic research institutions, and government agencies. The solutions include credit rating, compliance technology, ESG sustainability, corporate business intelligence, evaluation analysis, and investment analysis.
Techsalerator	https://marketplace.databricks.com/provider/92221bef-2666-442d-aeca-9e92e9b0ea4d/Techsalerator	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_92221bef-2666-442d-aeca-9e92e9b0ea4d/2cf46b11-6c8a-49a2-86d8-fe675900b16d?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86399&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=14e399fffe2f67797d8b99ce5b3d335de5c07ff0de9a08a6577621c122170f5e	Techsalerator was created in August of 2020 and has its primary location in Miami, Florida. Techsalerator's team is currently composed of 15 members. We are a growing young and vibrant team passionated by providing quality global data to companies around the world.
Techsalerator	https://marketplace.databricks.com/provider/ab8be572-2f9c-4b78-ba41-6d862d6b64ef/Techsalerator-	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_92221bef-2666-442d-aeca-9e92e9b0ea4d/2cf46b11-6c8a-49a2-86d8-fe675900b16d?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86399&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=14e399fffe2f67797d8b99ce5b3d335de5c07ff0de9a08a6577621c122170f5e	Techsalerator is a one-stop source for global data acquisition on Business Data, Consumer Data and Alternative data assets. Techsalerator is the ultimate centralized data provider. Strong of this expertise and with its longstanding tradition of technological innovation including in AI & deep machine learning and market trends anticipation, Techsalerator is ideally positioned as a data industry leader and supplier to this 21st century booming industry.
Tego Cyber Inc.	https://marketplace.databricks.com/provider/387e1ab8-15f2-4993-8d85-6311c533075e/Tego-Cyber-Inc	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_387e1ab8-15f2-4993-8d85-6311c533075e/51c78902-8780-4fd7-83cf-c269f6c40c08?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=b5e71eca8df8231fcb6bab3b703b483d73fdbfb9736d160a297332e6a2cc3153	Tego Cyber is focused on developing solutions for threat intelligence and autonomous threat hunting/correlation. Tego’s curated threat intelligence feed not only contains a comprehensive list of indicators of compromise, but also provides additional context including specific details needed to counteract threats so that security teams can spend less time searching for disjointed indicators of compromise. Tego’s threat correlation engine integrates with top security and datalake platforms to proactively identify threats. The Tego threat correlation engine allows security teams to find threats faster using curated data feeds, powerful and low latency searches across large disparate data sets, and user-friendly visualizations that help reduce the time to detection and response.
The GDELT Project	https://marketplace.databricks.com/provider/eb079e17-b9c2-4179-abb1-4a313b0398f0/The-GDELT-Project	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_eb079e17-b9c2-4179-abb1-4a313b0398f0/a8e6cda9-cdb2-4cc0-87f0-8e93d589d4b5?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4ca80e471e4a4ec24c14d72997a17627199f961c8efe887a153c5fc3a987fe24	GDELT is the largest, most comprehensive, and highest resolution open database of human society ever created. Creating a platform that monitors the world's news media from nearly every corner of every country in print, broadcast, and web formats, in over 100 languages, every moment of every day and that stretches back to January 1, 1979 through present day, with daily updates, required an unprecedented array of technical and methodological innovations, partnerships, and whole new mindsets to bring this all together and make it a reality. Creating a database of a quarter billion georeferenced records covering the entire world over 30 years, coupled with the massive networks that connect all of the people, organizations, locations, themes, and emotions underlying those events, required not only solving unparalleled challenges to create the database, but also a "reimagining" of how we interact and think about societal-scale data.
The Organisation for Economic Co-operation and Development	https://marketplace.databricks.com/provider/171a8e7c-211c-4578-a75e-f43d2496cd93/The-Organisation-for-Economic-Cooperation-and-Development	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_171a8e7c-211c-4578-a75e-f43d2496cd93/f9289d39-3bea-495d-8773-c4f893b91619?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=6b53fde932125c134bdefd37e1e6b458b3568fa6f5113bd024d5ba072d542c79	The Organisation for Economic Co-operation and Development (OECD) is a group of 37 member countries that discuss and develop economic and social policy. OECD members are typically democratic countries that support free-market economies.
TriNetX, LLC	https://marketplace.databricks.com/provider/b2831817-f203-4309-90a1-7e7827c3a932/TriNetX-LLC	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_b2831817-f203-4309-90a1-7e7827c3a932/c4b7159a-622b-4cf4-99b6-946537b7acbb?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=59a5f3fc6cb8728ef852d0bf2606337652a2eff8f8433b641a4af094c70e1680	TriNetX is the largest and fastest-growing collaborative research network comprised of healthcare organizations and life sciences companies driving real-world research to accelerate the development of new therapies. TriNetX puts the power of RWD into the hands of its global community to improve protocol design, streamline trial operations, refine safety signals, and enrich RWE generation.
